article name,article link,article text,article date
* Rubio Campaign Sees Opening After Iowa

* Cruz Win Chips Away at Ethanol's Clout

* Obama, Ryan See Potential for a Tax-Policy Compromise

* Sanders's Tax Increases Fall Short of Paying for Health Plan, Analysis Finds

Caucusgoers who called themselves ""very liberal'' tended to be younger, and more of them had at least a four-year college degree. Their top issue was income inequality.

By contrast, more than half of the self-described moderates were age 60 or older, and 60% of them didn't have a college degree. The economy and jobs were their top issues.

The two groups also had different views of the direction the nation should take once President Barack Obama leaves office, with ""very liberal'' caucusgoers saying they wanted the next president to pursue more-liberal policies, and moderates saying they wanted to ""generally continue'' Mr. Obama's course.

As her party has changed, Mrs. Clinton has shifted to the left on some issues. In 2008, for instance, she opposed new Social Security taxes on the wealthy; now, she supports them. Her anti-Wall Street rhetoric has risen, too, and she now talks about jailing executives who break the law.

Her backers tend to minimize the differences with Mr. Sanders, saying that many of Mrs. Clinton's plans--such as her $350 billion, 10-year college plan--are bold. But Mr. Sanders and his aides see differences in stark terms.

""This is a fight for the soul of the Democratic Party,"" Sanders strategist Tad Devine said Tuesday.

One clear divide is tactical. Mrs. Clinton regularly warns that trying to enact a single-payer health-care plan, as Mr. Sanders favors, would lead to gridlock and endanger progress made under Mr. Obama's Affordable Care Act. Better to act incrementally to deal with lingering issues, such as high out-of-pocket costs, she has said.

Mr. Sanders has said nothing in his agenda will come about without a revolution, but he is vague about how the revolution will come to pass.

The two candidates' perspectives differ in two fundamental ways: on their view of the economy, and on their view of how much government is needed to address society's problems.

On the role of government, Mr. Sanders wants to expand the suite of benefits offered to all Americans, while Mrs. Clinton favors more targeted ideas. For example, Mr. Sanders would increase Social Security benefits across the board, while Mrs. Clinton wants an increase targeted to the poorest senior citizens. Mr. Sanders would give all Americans government-run health insurance, while Mrs. Clinton wants to patch holes in the Obama health law.

Mr. Sanders also wants to make tuition free at public colleges. Mrs. Clinton has a plan that would allow students to attend college without taking on debt, but it wouldn't be free.

Many also see a difference in how the candidates see the economy. Mr. Sanders describes the economy as unfairly rigged to favor the rich, while Mrs. Clinton offers a more textured explanation for economic pressures, including the impact of technological change.

""Sanders says that the rules are unfair because specific individuals have crafted those rules to their advantage,"" said William Galston, a Brookings Institution scholar who was an adviser in the Bill Clinton White House and now writes an opinion column for The Wall Street Journal. ""The center left is more inclined to give at least equal weight to long-term processes like globalization and technological change in explaining what's going on in the economy.""

Write to Laura Meckler at laura.meckler@wsj.com

Credit: By Laura Meckler",2/3/16

Hillary Clinton Beats Bernie Sanders by Slim Margin in Iowa; Both candidates begin weeklong sprint in New Hampshire after 'historically close' race,http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1761792586?accountid=12768,"NASHUA, N.H.--Former Secretary of State Hillary Clinton was declared the winner of the Iowa caucuses Tuesday, barely surviving a surprisingly stiff challenge from Sen. Bernie Sanders, as the two candidates arrived in New Hampshire to begin a weeklong dash to the nation's first primary.

The Iowa Democratic Party declared the caucuses ""historically close."" Final results put Mrs. Clinton's delegate count at 49.9%, to Mr. Sanders's 49.6%. Mrs. Clinton's victory means she will collect 23 of Iowa's delegates and Mr. Sanders will get 21. It takes 2,382 to win the Democratic nomination for president.

The race was called for Mrs. Clinton by the Iowa Democratic Party and, by early afternoon, the Associated Press.

The close margin didn't stop Mrs. Clinton from declaring an outright victory. ""I am so thrilled that I'm coming to New Hampshire after winning Iowa,"" she told the crowd at a get-out-the-vote event in Nashua, N.H. ""I've won and lost there--it's a lot better to win.""

A third candidate, former Maryland Gov. Martin O'Malley , finished far behind the two leaders and dropped out Monday night.

The results came after a campaign in which Mrs. Clinton argued that she is the one who can advance the Democratic agenda, and with a sophisticated ground operation that her campaign began building on the day she announced her candidacy in April.

Both Democratic contenders were digging in for what promises to be a protracted campaign, and far from the coronation many expected when Mrs. Clinton launched her candidacy in April.

Election 2016

* Clinton Briefly Savors Victory, Gets Back to Work

* Cruz Defeats Trump in Iowa GOP Caucus

* Cruz, Rubio Shift the GOP Conversation

* Capital Journal: Front-Runners Give Ground as Rivals Make Mark

* Cruz Sticks With Religion, Reagan in New Hampshire

* New Hampshire Primary Is an Unpredictable One

* Clinton, Sanders Turn to South Carolina's Black Voters

Addressing her supporters in Des Moines on Monday night, Mrs. Clinton signaled a long battle ahead between her brand of pragmatism and his call for a political revolution.

""It is rare that we have the opportunity we do now: to have a real contest of ideas, to really think hard about what the Democratic Party stands for."" She added that she was ""breathing a big sigh of relief.""

Mr. Sanders, a Vermont independent who attracted large and passionate crowds with his clarion call for a political revolution and an unabashedly liberal agenda, claimed a measure of victory of his own.
