article name,article link,article text,article date
A Journal editorial notes that ""it is amusing to watch how thoroughly New York Senator Chuck Schumer has been reduced to self-parody as he tries to excuse his 2007 demand that Democrats reject, sight unseen, any of George W. Bush's nominees."" The editorial adds that ""Mr. Schumer never said that nominees were entitled to a hearing much less an up-or-down vote, and along with then-Senator Barack Obama he joined a filibuster of now-Justice Samuel Alito in 2005.""

A separate editorial observes : ""President Obama's Department of Education has been waging a seven-year war against for-profit colleges . So it's a lesson in the self-interested ways of the modern regulatory state to see a veteran of that war now seeking to profit from education .""

A man names Abner Schoenwetter ""spent six years in federal prison after being found guilty in 2000 of packaging lobsters with plastic , rather than cardboard--a violation of an obscure Honduran regulation. Under the Lacey Act in the U.S., it is illegal for an American citizen to violate any fish or wildlife regulation of another nation,"" writes Jim Sensenbrenner . The Wisconsin congressman is promoting a bill to require that ""if a law or regulation doesn't require demonstrated criminal intent and the conduct at issue is not conduct that a reasonable person would deem as wrong, then the government must prove that a defendant knew the act was illegal .""

What about when the government violates the law ? ""If a private company dumped three million gallons of toxic sludge into Colorado waterways, we'd be flooded with daily media updates for months,"" observes a Journal editorial . ""Yet the press has by now forgotten the disaster unleashed in August when EPA contractors punctured an abandoned mine. New evidence suggests the government isn't coming clean about what happened.""

Our columnist Holman Jenkins writes that the world's central bankers are now the ""key obstacle"" to policies promoting economic growth. ""Their ministrations everywhere have been adopted by politicians as a substitute for reform or as an excuse (as in the U.S.) to go on piling up regulatory and welfare excesses."" He suggests it's time for ""central bankers to go on strike until politicians and fiscal policy makers start doing their bit to get growth restarted and put the industrial economies back on a path to solvency.""

Credit: By James Freeman",2/17/16

"The Young and the Economically Clueless; Millennials are flocking to Sanders, and in the GOP they favor Trump. Why are young people voting against their own interests?",http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1766586519?accountid=12768,"Bernie Sanders, the 74-year-old self-described democratic socialist, is surprising even himself with his primary-season success against Hillary Clinton, fueled by a staggering 83% majority of the under-30 vote in New Hampshire and 84% in the Iowa caucuses.

As this newspaper reported on Tuesday, voters in the millennial bracket, 18- to 34-year-olds, will for the first time equal the baby-boomer share of the electorate, at 31%. These young voters appear to be falling headlong for the Vermont senator's plaintive narrative of economic ""unfairness."" His throwaway prescriptions for redistributing income and wealth are being echoed by an increasingly nervous Mrs. Clinton--despite such policies' having been jettisoned during her husband's administration in the 1990s.

Then again, Republican front-runner Donald Trump's vague promises that he will ""make America great again"" aren't much more comforting--except to the masses of Americans responding to his populist diatribes against free trade and immigrants. He too scored well with the young in New Hampshire, though, winning 38% of the 18-29 support, more than double his closest competitor for that group, Ted Cruz, at 17%.

These young voters seem not to realize that the economic policies they find so resonant are the least likely to promote the growth and the social mobility they desire. They deserve to be lead from the discredited backwater of equalizing outcomes, forward with policies that instead help eliminate barriers frustrating their access to opportunities.

The millennials can't be faulted for being anxious about their economic prospects. They are coming of age in the weakest economy in generations. The underemployment rate (measuring those working a job for which they're overqualified and underpaid) for young adults below age 30 is 60%. The overall employment-to-population ratio of 77.4% for those in the prime-of-working-life 25-54 age bracket translates into 1.5 million jobs below the 20-year average.

The college graduate living in his parents' basement and working a marginal job to service a student loan is by now an archetype of the Obama era. And while the headline unemployment numbers are down, and the administration congratulates itself on a tepid ""recovery"" that was almost exclusively dependent on Fed-engineered financial-asset inflation, there is every reason to be skeptical about the health of the labor market. The labor-participation rate languishes at its lowest level in 40 years, and credit creation, government and private investment aren't faring much better.

Both Democrats and some Republicans keep blaming it all on ""Wall Street"" (Bernie Sanders's all-purpose boogeyman) for ""getting away with murder"" (Donald Trump on hedge funds). Don't they realize that the financial markets are the lubricant of the entire economy--that Wall Street's capacity to provide liquidity and to broker capital is the lifeblood of American companies? History will probably judge the misguided post-crisis regulations like Dodd-Frank and retribution against Wall Street to have sown the seeds of the next financial crisis. For now, the vilification of Wall Street in the presidential campaign is irresponsible.
